"Name_clean","Name","Count","source","lat","lon","matched_name","in_sweden","county"
"Aareavaara","Aareavaara",2,"geonames_unique","67.45194","23.45917","Aareavaara",1,"Norrbotten"
"Abbekås","Abbekås",1,"geonames_unique","55.4","13.6","Abbekås",1,"Skåne"
"Abisko","Abisko",55,"geonames_unique","68.34914","18.82868","Abisko",1,"Norrbotten"
"Abisko nationalpark","Abisko nationalpark",7,"geocode","68.32018","18.69461","Abisko Nationalpark",1,"Norrbotten"
"Abisko turiststation","Abisko turiststation",1,"geonames_unique","68.35739","18.78244","Abisko turiststation",1,"Norrbotten"
"Abiskos forskningsstation","Abiskos forskningsstation",1,"https://www.wikidata.org//wiki/Q10397996","68.3544444444444","18.8155555555556","Abisko research station",1,"Norrbotten"
"Abrahamsberg","Abrahamsberg",1,"https://www.wikidata.org//wiki/Q1781392","59.3331222222222","17.9479111111111","Abrahamsberg",1,"Stockholm"
"Abraure","Abraure",2,"geonames_unique","66.03004","18.82916","Abraure",1,"Norrbotten"
"Åby","Åby",8,"https://www.wikidata.org//wiki/Q270811","58.6651711111111","16.1747930555556","Åby",1,"Östergötland"
"Åbyskolan i","Åbyskolan i",1,"https://www.wikidata.org//wiki/Q89199056","56.781","16.29","No label defined",1,"Kalmar"
"AC län","AC län",2,"https://www.wikidata.org//wiki/Q104877","64.3447222222222","18.3141666666667","Västerbotten County",1,"Västerbotten"
"Acksjön","Acksjön",1,"https://www.wikidata.org//wiki/Q16488891","59.2587805555556","17.6689694444444","Acksjön",1,"Stockholm"
"Adakgruvan","Adakgruvan",7,"geonames_unique","65.36667","18.6","Adakgruvan",1,"Västerbotten"
"Ådalen","Ådalen.",1,"https://www.wikidata.org//wiki/Q10726195","59.8402305555556","16.91535","Ådalen",1,"Uppsala"
"Ådalen","Ådalen",325,"https://www.wikidata.org//wiki/Q10726195","59.8402305555556","16.91535","Ådalen",1,"Uppsala"
"Ådalsliden","Ådalsliden",2,"geonames_unique","63.44483","16.89139","Ådalsliden",1,"Västernorrland"
"Ådalsskolan","Ådalsskolan",7,"https://www.wikidata.org//wiki/Q18450585","62.93091995","17.7860721388889","No label defined",1,"Västernorrland"
"Adelcrantzska palatset","Adelcrantzska palatset",1,"https://www.wikidata.org//wiki/Q10401006","59.3297169444444","18.0640280555556","Adelcrantz palace",1,"Stockholm"
"Ädelfors","Ädelfors",3,"geonames_unique","57.41667","15.31667","Ädelfors",1,"Jönköping"
"Ädelfors folkhögskola","Ädelfors folkhögskola",3,"https://www.wikidata.org//wiki/Q8077039","57.4333333333333","15.2","Ädelfors folkhögskola",1,"Jönköping"
"Adelsö kyrka","Adelsö kyrka.",2,"geonames_unique","59.36008","17.53143","Adelsö kyrka",1,"Stockholm"
"Adelsö socken","Adelsö socken",1,"geonames_unique","59.3615","17.50017","Adelsö socken",1,"Stockholm"
"Adolf Fredrik","Adolf Fredrik",1,"geonames_unique","59.33789","18.06006","Adolf Fredrik",1,"Stockholm"
"Adolf Fredriks","Adolf Fredriks",1,"https://www.wikidata.org//wiki/Q3433770","59.3379444444444","18.0601111111111","Adolf Fredriks parish",1,"Stockholm"
"Adolf Fredriks musikklasser","Adolf Fredriks musikklasser",5,"https://www.wikidata.org//wiki/Q10401414","59.3376944444444","18.0506111111111","Adolf Fredrik's Music School",1,"Stockholm"
"Adolfs torg","Adolfs torg",18,"https://www.wikidata.org//wiki/Q2854887","59.3291944444444","18.0683055555556","Gustav Adolfs torg",1,"Stockholm"
"Adolfs torg","Adolfs torg.",7,"https://www.wikidata.org//wiki/Q2854887","59.3291944444444","18.0683055555556","Gustav Adolfs torg",1,"Stockholm"
"Adolfs Torg","Adolfs Torg.",1,"https://www.wikidata.org//wiki/Q2854887","59.3291944444444","18.0683055555556","Gustav Adolfs torg",1,"Stockholm"
"Adolfsberg","Adolfsberg",3,"https://www.wikidata.org//wiki/Q10401439","59.2497222222222","15.1672222222222","Adolfsberg",1,"Orebro"
"Adolfskolan","Adolfskolan",3,"https://www.wikidata.org//wiki/Q30313614","62.3883888888889","17.2983055555556","No label defined",1,"Västernorrland"
"Adolfsström","Adolfsström",3,"geonames_unique","66.28333","16.66667","Adolfsström",1,"Norrbotten"
"Åfors","Åfors",5,"https://www.wikidata.org//wiki/Q10726221","56.7436944444444","15.4938888888889","Åfors",1,"Kalmar"
"Ågesta","Ågesta",17,"geonames_unique","59.22258","18.08154","Ågesta",1,"Stockholm"
"Äggfors","Äggfors",1,"geonames_unique","63.31667","13.68333","Äggfors",1,"Jämtland"
"Agnäs","Agnäs",73,"geonames_unique","63.85","19.26667","Agnäs",1,"Västerbotten"
"Agnesberg","Agnesberg",4,"geonames_unique","57.78996","12.01454","Agnesberg",1,"Västra Götaland"
"Ågrenska","Ågrenska",1,"https://www.wikidata.org//wiki/Q18335169","57.65","11.9","No label defined",1,"Västra Götaland"
"Ågrenska","Ågrenska.",1,"https://www.wikidata.org//wiki/Q18335169","57.65","11.9","No label defined",1,"Västra Götaland"
"Agunnaryd","Agunnaryd",8,"https://www.wikidata.org//wiki/Q3274133","56.74807","14.1445911111111","Agunnaryd",1,"Kronoberg"
"Ahasjön","Ahasjön",2,"geonames_unique","65.81667","15.05","Ahasjön",1,"Västerbotten"
"Åhléns City","Åhléns City",1,"https://www.wikidata.org//wiki/Q10726246","59.3322194444444","18.0613888888889","Åhléns City",1,"Stockholm"
"Åhlénshuset","Åhlénshuset",2,"https://www.wikidata.org//wiki/Q131841562","56.6748333333333","12.8564444444444","No label defined",1,"Halland"
"Ahlströmska skolan","Ahlströmska skolan",8,"https://www.wikidata.org//wiki/Q10403732","59.3380388888889","18.0847194444444","Ahlström School",1,"Stockholm"
"Åhus","Åhus",86,"https://www.wikidata.org//wiki/Q127419","55.928535","14.2950469444444","Åhus",1,"Skåne"
"Åhus","Åhus.",1,"https://www.wikidata.org//wiki/Q127419","55.928535","14.2950469444444","Åhus",1,"Skåne"
"Åhus kyrka","Åhus kyrka",1,"https://www.wikidata.org//wiki/Q1310249","55.9235333333333","14.2928777777778","St. Mary's Church in  Åhus",1,"Skåne"
"Aisjaure","Aisjaure",4,"https://www.wikidata.org//wiki/Q16495715","66.0558055555556","17.5401111111111","Aisjaure",1,"Norrbotten"
"Aitik","Aitik",11,"https://www.wikidata.org//wiki/Q410566","67.0666666666667","20.95","Aitik",1,"Norrbotten"
"Aitikgruvan","Aitikgruvan",2,"https://www.wikidata.org//wiki/Q410566","67.0666666666667","20.95","Aitik",1,"Norrbotten"
"Ajtte","Ajtte",1,"https://www.wikidata.org//wiki/Q250468","66.6038","19.8416","Ájtte",1,"Norrbotten"
"Ájtte","Ájtte",6,"geonames_unique","66.6043","19.84234","Ájtte",1,"Norrbotten"
"Ajtte fjäll","Ajtte fjäll",1,"https://www.wikidata.org//wiki/Q250468","66.6038","19.8416","Ájtte",1,"Norrbotten"
"Ájtte samemuseum","Ájtte samemuseum",2,"https://www.wikidata.org//wiki/Q250468","66.6038","19.8416","Ájtte",1,"Norrbotten"
"akademiska","akademiska",4,"https://www.wikidata.org//wiki/Q430594","59.8472222222222","17.6402777777778","Uppsala University Hospital",1,"Uppsala"
"Akademiska","Akademiska",25,"https://www.wikidata.org//wiki/Q430594","59.8472222222222","17.6402777777778","Uppsala University Hospital",1,"Uppsala"
"akademiska sjukhuset","akademiska sjukhuset",1,"https://www.wikidata.org//wiki/Q430594","59.8472222222222","17.6402777777778","Uppsala University Hospital",1,"Uppsala"
"Akademiska sjukhuset","Akademiska sjukhuset.",4,"https://www.wikidata.org//wiki/Q430594","59.8472222222222","17.6402777777778","Uppsala University Hospital",1,"Uppsala"
"Akademiska sjukhuset","Akademiska sjukhuset",42,"https://www.wikidata.org//wiki/Q430594","59.8472222222222","17.6402777777778","Uppsala University Hospital",1,"Uppsala"
"Akademiska sjukhuset i Uppsala","Akademiska sjukhuset i Uppsala.",2,"https://www.wikidata.org//wiki/Q430594","59.8472222222222","17.6402777777778","Uppsala University Hospital",1,"Uppsala"
"Akalla","Akalla",78,"https://www.wikidata.org//wiki/Q2558407","59.4147222222222","17.9127777777778","Akalla",1,"Stockholm"
"Akalla","Akalla.",1,"https://www.wikidata.org//wiki/Q2558407","59.4147222222222","17.9127777777778","Akalla",1,"Stockholm"
"Åkarp","Åkarp",8,"https://www.wikidata.org//wiki/Q2402092","55.6539980555556","13.1109530555556","Åkarp",1,"Skåne"
"Åkerby","Åkerby",1,"geocode","59.92364","17.49635","Åkerby",1,"Uppsala"
"Åkers krutbruk","Åkers krutbruk",1,"https://www.wikidata.org//wiki/Q14768478","59.2552777777778","17.1038888888889","Åkers krutbruk",1,"Södermanland"
"Åkers Krutbruk","Åkers Krutbruk",4,"geonames_unique","59.26667","17.11667","Åkers Krutbruk",1,"Södermanland"
"Åkers styckebruk","Åkers styckebruk",2,"https://www.wikidata.org//wiki/Q270945","59.2541461111111","17.1033880555556","Åkers styckebruk",1,"Södermanland"
"Åkers Styckebruk","Åkers Styckebruk",1,"geonames_unique","59.25","17.08333","Åkers Styckebruk",1,"Södermanland"
"Åkersberga","Åkersberga",28,"https://www.wikidata.org//wiki/Q54728","59.4870938888889","18.2860688888889","Åkersberga",1,"Stockholm"
"Åkersjön","Åkersjön",1,"https://www.wikidata.org//wiki/Q3378235","63.75","14.08","Åkersjön",1,"Jämtland"
"Åkeshov","Åkeshov",4,"https://www.wikidata.org//wiki/Q1445475","59.3666666666667","17.9666666666667","Åkeshov",1,"Stockholm"
"Akkajaure","Akkajaure",4,"https://www.wikidata.org//wiki/Q419614","67.6352777777778","17.6413888888889","Akkajaure",1,"Norrbotten"
"Aktse","Aktse",1,"geonames_unique","67.1477","18.30185","Aktse",1,"Norrbotten"
"Åkulla","Åkulla",1,"geonames_unique","57.11667","12.56667","Åkulla",1,"Halland"
"Åkullsjön","Åkullsjön",1,"geonames_unique","64.26667","20.5","Åkullsjön",1,"Västerbotten"
"Akvarellmuseet","Akvarellmuseet",9,"https://www.wikidata.org//wiki/Q3115696","57.9877777777778","11.5402777777778","Nordic Watercolour Museum",1,"Västra Götaland"
"Akvarellmuseet","Akvarellmuseet.",2,"https://www.wikidata.org//wiki/Q3115696","57.9877777777778","11.5402777777778","Nordic Watercolour Museum",1,"Västra Götaland"
"Alån","Alån",1,"geonames_unique","65.76667","21.28333","Alån",1,"Norrbotten"
"Älandsbro","Älandsbro",1,"geonames_unique","62.67714","17.8406","Älandsbro",1,"Västernorrland"
"Alderholmen","Alderholmen",1,"https://www.wikidata.org//wiki/Q10404588","60.677","17.153","Alderholmen",1,"Gävleborg"
"Ale","Ale",47,"https://www.wikidata.org//wiki/Q498470","57.925","12.0869444444444","Ale Municipality",1,"Västra Götaland"
"Ale kommun","Ale kommun",11,"https://www.wikidata.org//wiki/Q498470","57.925","12.0869444444444","Ale Municipality",1,"Västra Götaland"
"Ale kommun","Ale kommun.",5,"https://www.wikidata.org//wiki/Q498470","57.925","12.0869444444444","Ale Municipality",1,"Västra Götaland"
"Ale kommuner","Ale kommuner.",1,"https://www.wikidata.org//wiki/Q18190636","58.05","12.4","No label defined",1,"Västra Götaland"
"Ale kommuner","Ale kommuner",1,"https://www.wikidata.org//wiki/Q18190636","58.05","12.4","No label defined",1,"Västra Götaland"
"Ale stenar","Ale stenar",1,"https://www.wikidata.org//wiki/Q686510","55.3826944444444","14.0543888888889","Ale's Stones",1,NA
"Alecta","Alecta",2,"https://www.wikidata.org//wiki/Q10404741","59.3397370611111","18.0660519388889","Alecta",1,"Stockholm"
"Ålems","Ålems",1,"https://www.wikidata.org//wiki/Q10726462","56.95","16.3833333333333","Ålem municipality",1,"Kalmar"
"Aleris sjukhus","Aleris sjukhus",1,"https://www.wikidata.org//wiki/Q4570702","59.3381111111111","18.0478055555556","Sabbatsberg Hospital",1,"Stockholm"
"Ales stenar","Ales stenar.",1,"https://www.wikidata.org//wiki/Q686510","55.3826944444444","14.0543888888889","Ale's Stones",1,NA
"Ales stenar","Ales stenar",1,"https://www.wikidata.org//wiki/Q686510","55.3826944444444","14.0543888888889","Ale's Stones",1,NA
"Alesjaure","Alesjaure",1,"geocode","68.16182","18.44938","Alisjávri",1,"Norrbotten"
"Ålfors","Ålfors",1,"geonames_unique","60.26667","17.4","Ålfors",1,"Uppsala"
"Alfredshem","Alfredshem",5,"geonames_unique","63.26667","18.7","Alfredshem",1,"Västernorrland"
"Alfta","Alfta",195,"https://www.wikidata.org//wiki/Q255161","61.3484119444445","16.0835930555556","Alfta",1,"Gävleborg"
"Alfta","Alftaområdet",2,"https://www.wikidata.org//wiki/Q255161","61.3484119444445","16.0835930555556","Alfta",1,"Gävleborg"
"Alfta kommun","Alfta kommun",2,"https://www.wikidata.org//wiki/Q10405129","61.3484119444445","16.0835930555556","Alfta municipality",1,"Gävleborg"
"Alfta kommun","Alfta kommun.",1,"https://www.wikidata.org//wiki/Q10405129","61.3484119444445","16.0835930555556","Alfta municipality",1,"Gävleborg"
"Alfta socken","Alfta socken",1,"geonames_unique","61.29399","15.93494","Alfta socken",1,"Gävleborg"
"Alfta sockens","Alfta sockens",1,"https://www.wikidata.org//wiki/Q10405130","61.3469388888889","16.0711111111111","Alfta socken",1,"Gävleborg"
"Alftas","Alftas",16,"https://www.wikidata.org//wiki/Q255161","61.3484119444445","16.0835930555556","Alfta",1,"Gävleborg"
"Alftas kommuns","Alftas kommuns",1,"https://www.wikidata.org//wiki/Q255161","61.3484119444445","16.0835930555556","Alfta",1,"Gävleborg"
"Älgarås","Älgarås",2,"geocode","58.80076","14.25678","Hova-Älgarås, del",1,"Västra Götaland"
"Älghult","Älghult",2,"https://www.wikidata.org//wiki/Q254761","57.00928","15.5748088888889","Älghult",1,"Kronoberg"
"Älghults","Älghults",1,"geocode","57.00842","15.58703","Älghults Kyrka",1,"Kronoberg"
"Älgö","Älgö",3,"https://www.wikidata.org//wiki/Q10725637","59.2652211111111","18.3431361111111","Älgö",1,NA
"Älgön","Älgön",1,"https://www.wikidata.org//wiki/Q10725640","57.9213888888889","11.6916944444444","Älgön",1,NA
"Älgviken","Älgviken",9,"geocode","58.95","17.91667","Älgviken",1,"Stockholm"
"Ålidhem","Ålidhem",15,"https://www.wikidata.org//wiki/Q271007","63.8080555555556","20.3133333333333","Ålidhem",1,"Västerbotten"
"Alingså","Alingsåsområdet",1,"https://www.wikidata.org//wiki/Q503162","57.9333333333333","12.5333333333333","Alingsås Municipality",1,"Västra Götaland"
"Alingså","Alingsåsregionen",1,"https://www.wikidata.org//wiki/Q503162","57.9333333333333","12.5333333333333","Alingsås Municipality",1,"Västra Götaland"
"Alingsås","Alingsås.",2,"https://www.wikidata.org//wiki/Q54743","57.9300938888889","12.530755","Alingsås",1,"Västra Götaland"
"Alingsås","centrala Alingsås.",1,"https://www.wikidata.org//wiki/Q54743","57.9300938888889","12.530755","Alingsås",1,"Västra Götaland"
"Alingsås","Alingsås",518,"https://www.wikidata.org//wiki/Q54743","57.9300938888889","12.530755","Alingsås",1,"Västra Götaland"
"Ålingsås","Ålingsås",1,"https://www.wikidata.org//wiki/Q503162","57.9333333333333","12.5333333333333","Alingsås Municipality",1,"Västra Götaland"
"Alingsås kommun","Alingsås kommun",1,"https://www.wikidata.org//wiki/Q503162","57.9333333333333","12.5333333333333","Alingsås Municipality",1,"Västra Götaland"
"Alingsås kommuns","Alingsås kommuns",1,"https://www.wikidata.org//wiki/Q503162","57.9333333333333","12.5333333333333","Alingsås Municipality",1,"Västra Götaland"
"Alingsås lasarett","Alingsås lasarett",1,"https://www.wikidata.org//wiki/Q10405293","57.9288888888889","12.5211111111111","No label defined",1,"Västra Götaland"
"Alingsås lasarett","Alingsås lasarett.",1,"https://www.wikidata.org//wiki/Q10405293","57.9288888888889","12.5211111111111","No label defined",1,"Västra Götaland"
"Alingsås station","Alingsås station",1,"geonames_unique","57.92679","12.53295","Alingsås station",1,"Västra Götaland"
"AlingsåsVårgårda","AlingsåsVårgårda",2,"https://www.wikidata.org//wiki/Q18190819","57.95","12.6666666666667","No label defined",1,"Västra Götaland"
"Alkärret","Alkärret",13,"https://www.wikidata.org//wiki/Q21044764","59.3259805555556","18.0960694444444","Alkärret",1,"Stockholm"
"Alkärret","Alkärret.",2,"https://www.wikidata.org//wiki/Q21044764","59.3259805555556","18.0960694444444","Alkärret",1,"Stockholm"
"Ålkistan","Ålkistan.",1,"geonames_unique","57.20833","16.93333","Ålkistan",1,"Kalmar"
"Ålkistan","Ålkistan",5,"geonames_unique","57.20833","16.93333","Ålkistan",1,"Kalmar"
"Allbo","Allbo",1,"https://www.wikidata.org//wiki/Q10568319","56.8343055555556","13.935","Ljungby parish, Allbo-Sunnerbo provsti",1,"Kronoberg"
"Ålleberg","Ålleberg",1,"geonames_unique","58.13333","13.6","Ålleberg",1,"Västra Götaland"
"Alléskolan","Alléskolan",1,"https://www.wikidata.org//wiki/Q89996605","55.8738888888889","12.8330555555556","No label defined",1,"Skåne"
"Allmänna barnhuset","Allmänna barnhuset",2,"https://www.wikidata.org//wiki/Q10405674","59.3366694444444","18.0577805555556","Allmänna Barnhuset",1,"Stockholm"
"Allmänna barnhusets","Allmänna barnhusets",1,"https://www.wikidata.org//wiki/Q10405674","59.3366694444444","18.0577805555556","Allmänna Barnhuset",1,"Stockholm"
"Allmänna gränd","Allmänna gränd",1,"https://www.wikidata.org//wiki/Q10405684","59.3246111111111","18.0971944444444","Allmänna gränd",1,"Stockholm"
"Allmänna Gränd","Allmänna Gränd",1,"https://www.wikidata.org//wiki/Q10405684","59.3246111111111","18.0971944444444","Allmänna gränd",1,"Stockholm"
"Allmänna sjukhuset","Allmänna sjukhuset",2,"https://www.wikidata.org//wiki/Q15734178","55.5866666666667","13.0025","Allmänna sjukhuset",1,"Skåne"
"Ållsån","Ållsån",1,"https://www.wikidata.org//wiki/Q32210125","66.3666666666667","22.9333333333333","Allsån",1,"Norrbotten"
"Älmeberg","Älmeberg",1,"geocode","56.73333","15.81667","Älmeberg",1,"Kalmar"
"Älmeboda","Älmeboda",2,"https://www.wikidata.org//wiki/Q21566583","56.5555611111111","15.2625","Älmeboda",1,"Kronoberg"
"Almedahls","Almedahls",1,"https://www.wikidata.org//wiki/Q10406537","57.6865694444444","11.9998694444444","Almedahls fabriker",1,"Västra Götaland"
"Almedalen","Almedalen",68,"https://www.wikidata.org//wiki/Q691692","57.6405555555556","18.2908333333333","Almedalen",1,"Gotland"
"Almedalens","Almedalens",1,"https://www.wikidata.org//wiki/Q691692","57.6405555555556","18.2908333333333","Almedalen",1,"Gotland"
"Älmestad","Älmestad",1,"geonames_unique","57.91667","13.33333","Älmestad",1,"Västra Götaland"
"Almhöjden","Almhöjden",1,"https://www.wikidata.org//wiki/Q10406554","59.27635","18.0980388888889","Meditationslunden",1,"Stockholm"
"Almhult","Almhult",1,"geonames_unique","57.63333","12.78333","Almhult",1,"Västra Götaland"
"Älmhult","Älmhult",131,"https://www.wikidata.org//wiki/Q122872","56.5515111111111","14.1350511111111","Älmhult",1,"Kronoberg"
"Älmhult","Älmhult.",1,"https://www.wikidata.org//wiki/Q122872","56.5515111111111","14.1350511111111","Älmhult",1,"Kronoberg"
"Älmhults","Älmhults",20,"https://www.wikidata.org//wiki/Q254799","56.55","14.1333333333333","Älmhult Municipality",1,"Kronoberg"
"Älmhults kommun","Älmhults kommun.",1,"https://www.wikidata.org//wiki/Q254799","56.55","14.1333333333333","Älmhult Municipality",1,"Kronoberg"
"Älmhults kommun","Älmhults kommun",6,"https://www.wikidata.org//wiki/Q254799","56.55","14.1333333333333","Älmhult Municipality",1,"Kronoberg"
"Almnäs","Almnäs",50,"geocode","58.25","14.25","Almnäs",1,"Västra Götaland"
"Almnäs","Almnäs.",1,"geocode","58.25","14.25","Almnäs",1,"Västra Götaland"
"almö","almö",1,"https://www.wikidata.org//wiki/Q19977461","56.1466130555556","15.451125","Almö",1,NA
"Almöbron","Almöbron",29,"https://www.wikidata.org//wiki/Q16250881","58.05","11.7833333333333","Almö Bridge",1,"Västra Götaland"
"Almöbrons","Almöbrons",2,"https://www.wikidata.org//wiki/Q16250881","58.05","11.7833333333333","Almö Bridge",1,"Västra Götaland"
"Almön","Almön",16,"geonames_unique","58.05972","11.76704","Almön",1,"Västra Götaland"
"Almösund","Almösund",2,"geonames_unique","58.06667","11.75","Almösund",1,"Västra Götaland"
"Älmsta","Älmsta",3,"geonames_unique","59.96667","18.8","Älmsta",1,"Stockholm"
"Almunge","Almunge",14,"https://www.wikidata.org//wiki/Q2010218","59.87626","18.0405861111111","Almunge",1,"Uppsala"
"Almvik","Almvik",1,"https://www.wikidata.org//wiki/Q3063764","57.8276288888889","16.4659","Almvik",1,"Kalmar"
"Alnarp","Alnarp",46,"geonames_unique","55.65833","13.08333","Alnarp",1,"Skåne"
"Alnässjön","Alnässjön",2,"geonames_unique","58.6","11.5","Alnässjön",1,"Västra Götaland"
"Alnö","Alnö",2,"https://www.wikidata.org//wiki/Q21721328","62.4480805555555","17.4074305555556","Alnö",1,NA
"Alnön","Alnön",4,"https://www.wikidata.org//wiki/Q775641","62.4","17.4666666666667","Alnön",1,NA
"Alsalamskolan","Alsalamskolan",1,"https://www.wikidata.org//wiki/Q10406765","59.2688888888889","15.1716694444444","Alsalamskolan",1,"Orebro"
"Alsike","Alsike",5,"geocode","59.75324","17.77331","Alsike",1,"Uppsala"
"Alsike kloster","Alsike kloster.",3,"https://www.wikidata.org//wiki/Q10406789","59.7331111111111","17.6833055555556","Alsike monastery",1,"Uppsala"
"Alsike kloster","Alsike kloster",8,"https://www.wikidata.org//wiki/Q10406789","59.7331111111111","17.6833055555556","Alsike monastery",1,"Uppsala"
"Alsike klosters","Alsike klosters",1,"https://www.wikidata.org//wiki/Q10406789","59.7331111111111","17.6833055555556","Alsike monastery",1,"Uppsala"
"Alsnö","Alsnö",2,"https://www.wikidata.org//wiki/Q835168","59.3605555555556","17.535","Alsnö hus",1,"Stockholm"
"Ålsten","Ålsten.",1,"geonames_unique","59.32391","17.94668","Ålsten",1,"Stockholm"
"Alsterbro","Alsterbro",2,"geonames_unique","56.94242","15.91158","Alsterbro",1,"Kalmar"
"Alsterfors","Alsterfors",1,"geonames_unique","56.95","15.6","Alsterfors",1,"Kronoberg"
"Alstermo","Alstermo",1,"geonames_unique","56.97303","15.65413","Alstermo",1,"Kronoberg"
"Alströmergymnasiet","Alströmergymnasiet",1,"https://www.wikidata.org//wiki/Q8690471","57.938","12.5288","Alströmergymnasiet",1,"Västra Götaland"
"Älta","Älta",3,"geonames_unique","59.26667","18.18333","Älta",1,"Stockholm"
"Altersbruk","Altersbruk",1,"geonames_unique","65.48333","21.4","Altersbruk",1,"Norrbotten"
"Alunda","Alunda",4,"https://www.wikidata.org//wiki/Q2137552","60.0663738888889","18.0766180555556","Alunda",1,"Uppsala"
"Alunskolan","Alunskolan",1,"https://www.wikidata.org//wiki/Q89788169","56.3596591694444","16.4227833388889","No label defined",1,"Kalmar"
"Älvängen","Älvängen",10,"https://www.wikidata.org//wiki/Q255042","57.954005","12.1166230555556","Älvängen",1,"Västra Götaland"
"Alvaret","Alvaret",1,"geonames_unique","56.63333","16.58333","Alvaret",1,"Kalmar"
"Älvåsen","Älvåsen",1,"geonames_unique","65.86667","22.71667","Älvåsen",1,"Norrbotten"
"Alvastra","Alvastra",1,"geonames_unique","58.3","14.65","Alvastra",1,"Östergötland"
"älvdalen","älvdalen",1,"https://www.wikidata.org//wiki/Q2453291","61.2250261111111","14.044065","Älvdalen",1,"Dalarna"
"Älvdalen","Älvdalen",248,"https://www.wikidata.org//wiki/Q2453291","61.2250261111111","14.044065","Älvdalen",1,"Dalarna"
"Älvdalen","Älvdalen.",2,"https://www.wikidata.org//wiki/Q2453291","61.2250261111111","14.044065","Älvdalen",1,"Dalarna"
"älvdalens","älvdalens",1,"https://www.wikidata.org//wiki/Q123855","61.2333333333333","14.0333333333333","Älvdalen Municipality",1,"Dalarna"
"Älvdalens","Älvdalens",148,"https://www.wikidata.org//wiki/Q123855","61.2333333333333","14.0333333333333","Älvdalen Municipality",1,"Dalarna"
"Älvdalens kommun","Älvdalens kommun.",3,"geonames_unique","61.61337","13.27257","Älvdalens kommun",1,"Dalarna"
"Älvdalens kommun","Älvdalens kommun",24,"geonames_unique","61.61337","13.27257","Älvdalens kommun",1,"Dalarna"
"Älvdalens kommuner","Älvdalens kommuner.",1,"https://www.wikidata.org//wiki/Q18292074","61.6023888888889","13.7726666666667","Lånan",1,"Dalarna"
"Älvdalens kommuners","Älvdalens kommuners",1,"https://www.wikidata.org//wiki/Q18292074","61.6023888888889","13.7726666666667","Lånan",1,"Dalarna"
"Älvdalens kommuns","Älvdalens kommuns",3,"https://www.wikidata.org//wiki/Q123855","61.2333333333333","14.0333333333333","Älvdalen Municipality",1,"Dalarna"
"Älvdalens utbildningscentrum","Älvdalens utbildningscentrum",2,"https://www.wikidata.org//wiki/Q91094416","61.2261111111111","14.0538888888889","No label defined",1,"Dalarna"
"Älvenäs","Älvenäs",4,"geonames_unique","59.38333","13.18333","Älvenäs",1,"Värmland"
"Alvesta","centrala Alvesta",1,"https://www.wikidata.org//wiki/Q2604885","56.9011138888889","14.5528611111111","Alvesta",1,"Kronoberg"
"Alvesta","Alvesta",172,"https://www.wikidata.org//wiki/Q2604885","56.9011138888889","14.5528611111111","Alvesta",1,"Kronoberg"
"Alvesta kommun","Alvesta kommun",1,"https://www.wikidata.org//wiki/Q182007","56.9","14.55","Alvesta Municipality",1,"Kronoberg"
"Älvestorp","Älvestorp",1,"geonames_unique","59.63333","14.56667","Älvestorp",1,"Orebro"
"Älvgården","Älvgården",1,"geonames_unique","60.35","16.05","Älvgården",1,"Dalarna"
"Alvik","Alvik",10,"https://www.wikidata.org//wiki/Q2693196","65.56958","21.7690711111111","Alvik",1,"Norrbotten"
"Älvkarleby","Älvkarleby.",2,"geonames_unique","60.57081","17.44895","Älvkarleby",1,"Uppsala"
"Älvkarleby","Älvkarleby",104,"geonames_unique","60.57081","17.44895","Älvkarleby",1,"Uppsala"
"Älvkarleby kommuner","Älvkarleby kommuner",1,"geocode","60.58212","17.44532","Älvkarleby Kommun",1,"Uppsala"
"Älvkarleby kommuns","Älvkarleby kommuns",1,"geocode","60.58212","17.44532","Älvkarleby Kommun",1,"Uppsala"
"Älvkarleby kraftverk","Älvkarleby kraftverk",3,"geonames_unique","60.56046","17.4438","Älvkarleby kraftverk",1,"Uppsala"
"Älvkarleö","Älvkarleö.",1,"geonames_unique","60.53808","17.41572","Älvkarleö",1,"Uppsala"
"Älvkarleö","Älvkarleö",12,"geonames_unique","60.53808","17.41572","Älvkarleö",1,"Uppsala"
"Älvkarleö bruk","Älvkarleö bruk",1,"geocode","60.53808","17.41572","Älvkarleö",1,"Uppsala"
"Älvkarleö Bruk","Älvkarleö Bruk.",1,"geocode","60.53808","17.41572","Älvkarleö",1,"Uppsala"
"Älvkarleö Bruk","Älvkarleö Bruk",4,"geocode","60.53808","17.41572","Älvkarleö",1,"Uppsala"
"Älvros","Älvros",4,"https://www.wikidata.org//wiki/Q2683613","62.0470230555556","14.6526161111111","Älvros",1,"Jämtland"
"Älvsbacka","Älvsbacka",4,"geonames_unique","59.71667","13.66667","Älvsbacka",1,"Värmland"
"Älvsborg","Älvsborgsområdet",1,"https://www.wikidata.org//wiki/Q254990","58.3833333333333","12.3166666666667","Älvsborg County",1,"Västra Götaland"
"Älvsborg","Älvsborg",102,"https://www.wikidata.org//wiki/Q254990","58.3833333333333","12.3166666666667","Älvsborg County",1,"Västra Götaland"
"Älvsborg län","Älvsborg län",1,"https://www.wikidata.org//wiki/Q254990","58.3833333333333","12.3166666666667","Älvsborg County",1,"Västra Götaland"
